"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"173","VRSN","-0.19099209737093928","0.3429423459244533","272.44000244140625","0.012035608291625977","0.04845106601715088","0.3684537410736084","Services","SERVICES-COMPUTER PROGRAMMING SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"174","CDNS","-0.19123462120147228","0.34493041749502984","340.94000244140625","0.02418208122253418","0.22323477268218994","0.549159824848175","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"175","APH","-0.19214551742783204","0.34691848906560635","142.3000030517578","-0.049495697021484375","0.11171877384185791","0.36647677421569824","Manufacturing","ELECTRONIC CONNECTORS","1","1","0","POS","2026-04-27T13:22:01Z","3.4430439814814813","13.0","Earnings Volatility Watch: What To Expect From Sandisk and 5 Mag Seven Stocks This Week","Clean read on AI infrastructure connector demand; earnings expected to climb 50.28%; 11.21% implied move reflects significant opportunity","earnings season;implied volatility;Magnificent Seven;semiconductor;storage","False","False","False"
"176","AJG","-0.19673978999483283","0.3489065606361829","208.11000061035156","-0.03375428915023804","-0.043656110763549805","0.250184029340744","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","1","1","0","POS","2026-04-29T18:19:00Z","1.2368055555555555","18.0","Arthur J. Gallagher & Co. Announces Regular Second Quarter Dividend","The company's declaration of a regular quarterly dividend demonstrates financial stability and commitment to returning capital to shareholders. Consistent dividend payments are typically viewed positively as they indicate strong cash flow and management confidence in the company'","dividend;quarterly cash dividend;Arthur J. Gallagher;insurance brokerage;shareholder returns","False","False","False"
"177","PSX","-0.1972237938221538","0.3508946322067594","176.19000244140625","0.08191585540771484","-0.00011354684829711914","0.38596653938293457","Manufacturing","PETROLEUM REFINING","1","1","0","POS","2026-04-29T18:25:43Z","1.2321412037037036","18.0","Phillips 66 Shares Surge on Strong Refining Performance","Strong earnings beat (49 cents vs. -40 cents consensus), significant share price increase of 5.70%, and excellent refining metrics (95% utilization, 87% clean product yield) demonstrate operational strength, despite revenue miss and segment-level challenges from mark-to-market ef","Phillips 66;Q1 earnings;refining performance;adjusted earnings;refining utilization","False","False","False"
"178","AON","-0.19802551847153357","0.352882703777336","311.510009765625","-0.029986917972564697","-0.03599059581756592","0.3099696934223175","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","1","0","1","NEG","2026-04-30T17:09:08Z","0.28532407407407406","17.0","Stock Market Today: Dow Jones Roars As Industrials Rescue Wall Street From Meta-Led Tech Slide","Fell in sympathy with Willis Towers Watson's poor quarterly result","Dow Jones;industrials;AI capital expenditure;mega-cap tech;data-center infrastructure","False","False","False"
"179","CPRT","-0.1996286273700686","0.3548707753479125","33.27000045776367","0.006047844886779785","-0.003892242908477783","0.14181025326251984","Retail","RETAIL-AUTO DEALERS & GASOLINE STATIONS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"180","COR","-0.1996286273700686","0.35685884691848907","304.0","-0.013595521450042725","-0.06403934955596924","0.1930680274963379","Wholesale","WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"181","AVY","-0.1996286273700686","0.3588469184890656","163.02999877929688","-0.014924466609954834","-0.0492214560508728","0.2774416506290436","Manufacturing","CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)","1","1","0","POS","2026-04-28T14:00:00Z","2.4166666666666665","14.0","Paint Protection Films Market worth $1,549.4 million by 2030, at a CAGR of 7.2%, says MarketsandMarkets™","Key player in the paint protection films market benefiting from strong growth in premium vehicle protection solutions and expanding automotive aftermarket demand.","paint protection films;automotive aftermarket;TPU materials;vehicle protection;luxury vehicles","False","False","False"
"182","TYL","-0.20005534133999137","0.36083499005964215","335.5","-0.019091904163360596","-0.007484555244445801","0.35943588614463806","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"183","OTIS","-0.20073723320334996","0.3628230616302187","77.08000183105469","-0.01116091012954712","-0.010017991065979004","0.2334904819726944","Manufacturing","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"184","WAT","-0.20663447968680915","0.3648111332007952","307.1199951171875","-0.008874714374542236","0.009466171264648438","0.4385417401790619","Manufacturing","LABORATORY ANALYTICAL INSTRUMENTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"185","EFX","-0.20899410114953598","0.3667992047713718","173.85000610351562","0.008001446723937988","-0.04682272672653198","0.39187511801719666","Services","SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"186","IVZ","-0.20908781801379367","0.3687872763419483","25.889999389648438","0.014896035194396973","0.0724937915802002","0.4007013440132141","Finance_Insurance_RealEstate","INVESTMENT ADVICE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"187","PLTR","-0.2101350558475883","0.37077534791252487","144.07000732421875","0.006848931312561035","-0.02957022190093994","0.5674220323562622","Services","SERVICES-PREPACKAGED SOFTWARE","18","7","3","POS","2026-05-01T17:11:59Z","-0.7166550925925926","17.0","Stock Market Today: Apple Earnings Power S&P 500, Nasdaq To Records; Trump Hits EU","Climbed 3.8% as AI-infrastructure bid spread across software","S&P 500;Nasdaq 100;Apple earnings;technology rally;software stocks","False","False","False"
"188","META","-0.21399765483476868","0.3727634194831014","608.7449951171875","-0.09819567203521729","0.05968213081359863","0.47290995717048645","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","69","23","23","NEUTRAL","2026-05-01T18:17:00Z","-0.7618055555555555","18.0","Nvidia Is Worth $5 Trillion Once Again. Here's Why It Could Become the First $10 Trillion Stock Within the Next 3 Years.","Mentioned as a partnership partner for Nvidia's AI chips but no specific details about impact or performance provided in the article.","AI inference;GPU chips;data center;market valuation;earnings growth","False","False","False"
"189","ODFL","-0.21556349364533883","0.37475149105367794","205.80999755859375","-0.06441491842269897","0.0394444465637207","0.3887326717376709","Transportation_Utilities","TRUCKING (NO LOCAL)","1","0","1","NEG","2026-04-29T19:04:46Z","1.2050231481481481","19.0","Why Is Old Dominion Stock Falling Wednesday?","Stock declined 6.40% despite beating revenue expectations. The company reported declining shipment volumes (7.7% drop in LTL tons per day), falling operating income (-6.1%), and decreased net income (-6.4%). Rising overhead costs and operational challenges offset pricing improvem","Old Dominion Freight Line;Q1 2026 earnings;LTL freight;revenue decline;operating income","False","False","False"
"190","BKR","-0.21579877839125544","0.37673956262425445","69.12000274658203","0.002610921859741211","0.14474999904632568","0.35961559414863586","Manufacturing","OIL & GAS FIELD MACHINERY & EQUIPMENT","1","0","0","NEUTRAL","2026-05-01T14:00:00Z","-0.5833333333333334","14.0","Leak Detection Market Size to Hit USD 8.53 Billion by 2035 | SNS Insider","Listed as a leading market player through Waygate Technologies subsidiary but no specific recent developments or market activities mentioned in the article.","leak detection;pipeline infrastructure;regulatory compliance;market growth;handheld detectors","False","False","False"
"191","PHM","-0.21704619371092013","0.378727634194831","119.20999908447266","-0.06545937061309814","0.01636970043182373","0.39627400040626526","Construction","OPERATIVE BUILDERS","1","0","1","NEG","2026-05-01T18:34:47Z","-0.7741550925925926","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Reported 12% decline in revenue to $3.41 billion, reflecting broader housing market weakness.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"192","GDDY","-0.2192199287765093","0.38071570576540753","86.76000213623047","0.008368253707885742","0.06232404708862305","0.3474825918674469","Services","SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN","0","0","0","NO-NEWS","","","","","","","False","False","False"
"193","WY","-0.22217793719882983","0.3827037773359841","23.989999771118164","-0.0415501594543457","-0.01801067590713501","0.26321470737457275","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"194","NRG","-0.22285428136475452","0.38469184890656066","153.3699951171875","-0.040297865867614746","0.004453420639038086","0.49331310391426086","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"195","GD","-0.2238304806047357","0.3866799204771372","345.8399963378906","0.10417938232421875","-0.009309947490692139","0.35446006059646606","Manufacturing","SHIP & BOAT BUILDING & REPAIRING","4","4","0","STRONG-POS","2026-04-30T07:37:00Z","0.6826388888888889","7.0","Military Communications Market Outlook 2026–2031: To Surpass USD 50 Billion by 2031 with Asia-Pacific Emerges as Fastest-Growing Region, Says Mordor Intelligenc","Listed among leading military communications companies with opportunities in software-defined radios, private 5G networks, and space-based communication solutions.","military communications;geopolitical tensions;satellite communications;5G networks;AI spectrum management","False","False","False"
"196","CTAS","-0.2251875887434205","0.38866799204771374","169.61000061035156","-0.035758912563323975","-0.027130842208862305","0.19159431755542755","Manufacturing","MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"197","DHR","-0.22671859909956227","0.39065606361829025","175.14999389648438","-0.011847734451293945","-0.083560049533844","0.3202073574066162","Manufacturing","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","3","3","0","STRONG-POS","2026-04-29T14:30:00Z","1.3958333333333333","14.0","Why Medtech Giants Are Quietly Paying Up for AI Diagnostics","Q1 2026 results showed 3.5% revenue growth and 9.5% adjusted EPS growth. Company raised full-year 2026 EPS guidance and announced acquisition of Masimo Corporation to enhance patient monitoring solutions, demonstrating strategic expansion in AI-enabled healthcare.","AI diagnostics;medical imaging;medtech acquisitions;cardiac imaging;continuous glucose monitoring","False","False","False"
"198","DXCM","-0.22837251822911306","0.3926441351888668","61.349998474121094","-0.003573179244995117","-0.013982713222503662","0.39035406708717346","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","2","2","0","POS","2026-04-29T14:30:00Z","1.3958333333333333","14.0","Why Medtech Giants Are Quietly Paying Up for AI Diagnostics","Presented new clinical evidence showing significant improvements in A1C and weight management for Type 2 diabetes patients using Dexcom G7. Data also linked CGM use to reduced hospitalizations, supporting market expansion and adoption.","AI diagnostics;medical imaging;medtech acquisitions;cardiac imaging;continuous glucose monitoring","False","False","False"
"199","STT","-0.2285704909485989","0.3946322067594433","152.0","0.00835871696472168","0.1801241636276245","0.23523660004138947","Finance_Insurance_RealEstate","STATE COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"200","CMI","-0.2285704909485989","0.3966202783300199","657.4400024414062","-0.005009472370147705","0.19604134559631348","0.37679147720336914","Manufacturing","ENGINES & TURBINES","1","0","0","NEUTRAL","2026-04-29T17:52:00Z","1.2555555555555555","17.0","CVR Launches New Brand Identity and Leadership Team, Ushering in Next Era of Independence","Mentioned as a client of CVR. No specific information about the business relationship, performance, or impact is provided in the article.","advertising agency;rebrand;leadership transition;independent agency;strategy-led creative","False","False","False"
"201","JBHT","-0.2285704909485989","0.3986083499005964","248.72999572753906","0.0005631446838378906","0.15736818313598633","0.3413611650466919","Transportation_Utilities","TRUCKING (NO LOCAL)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"202","CRWD","-0.23024748636926198","0.40059642147117297","455.6400146484375","0.01675856113433838","0.14161157608032227","0.541275143623352","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
